,Date/Time,temp_outdoor,solar,occ_0,heating,cooling,temp_zone_0,ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep) ,Time,day_sin,day_cos,Cphvac_0,Hphvac_0,phvac_0,setpt_0
2023-06-08 00:00:00, 06/08  00:15:00,59.405,0.0,3.0,0.0,2338.8697152227933,76.03806287831893,0.0,0.0,14.450422659310776,0.0,0.0,19.046102995504747,2023-06-08 00:00:00,0.0,1.0,-2338.8697152227933,0.0,-2338.8697152227933,24
2023-06-08 00:15:00, 06/08  00:30:00,58.91,0.0,3.0,0.0,2302.364824894013,75.71611126881477,0.0,0.0,13.997670624659555,0.0,0.0,19.0080627957674,2023-06-08 00:15:00,0.065403129230143,0.9978589232386036,-2302.364824894013,0.0,-2302.364824894013,24
2023-06-08 00:30:00, 06/08  00:45:00,58.415000000000006,0.0,3.0,0.0,2239.2542208014524,75.15985991275335,0.0,0.0,13.421507185502485,0.0,0.0,18.93187882288374,2023-06-08 00:30:00,0.1305261922200515,0.9914448613738104,-2239.2542208014524,0.0,-2239.2542208014524,24
2023-06-08 00:45:00, 06/08  01:00:00,57.92,0.0,3.0,0.0,2193.208243596255,74.75414988049145,0.0,0.0,13.039979987761605,0.0,0.0,18.874364864034163,2023-06-08 00:45:00,0.1950903220161282,0.9807852804032304,-2193.208243596255,0.0,-2193.208243596255,24
2023-06-08 01:00:00, 06/08  01:15:00,56.93,0.0,3.0,0.0,2145.5888403235904,74.33429830614229,0.0,0.0,12.655351415338604,0.0,0.0,18.81962522297676,2023-06-08 01:00:00,0.2588190451025207,0.9659258262890684,-2145.5888403235904,0.0,-2145.5888403235904,24
2023-06-08 01:15:00, 06/08  01:30:00,55.94,0.0,3.0,0.0,0.0,76.15169576273948,0.0,0.0,12.287256522816424,0.0,0.0,18.779888550546463,2023-06-08 01:15:00,0.3214394653031615,0.9469301294951056,-0.0,0.0,-0.0,24
2023-06-08 01:30:00, 06/08  01:45:00,54.95,0.0,3.0,0.0,2188.0363545658256,74.70507036590966,0.0,0.0,11.785666358787644,0.0,0.0,18.710169846165066,2023-06-08 01:30:00,0.3826834323650898,0.9238795325112868,-2188.0363545658256,0.0,-2188.0363545658256,24
2023-06-08 01:45:00, 06/08  02:00:00,53.96,0.0,3.0,0.0,0.0,75.89530875343054,0.0,0.0,11.357717104599791,0.0,0.0,18.67146020548765,2023-06-08 01:45:00,0.4422886902190012,0.8968727415326884,-0.0,0.0,-0.0,24
2023-06-08 02:00:00, 06/08  02:15:00,53.96,0.0,3.0,0.0,2061.339149497377,73.58606422041483,0.0,0.0,10.850310640280284,0.0,0.0,18.61533419290199,2023-06-08 02:00:00,0.4999999999999999,0.8660254037844387,-2061.339149497377,0.0,-2061.339149497377,24
2023-06-08 02:15:00, 06/08  02:30:00,53.96,0.0,3.0,0.0,0.0,75.06404722624052,0.0,0.0,10.420287427419352,0.0,0.0,18.56006451973566,2023-06-08 02:15:00,0.5555702330196022,0.8314696123025452,-0.0,0.0,-0.0,24
