,temp_zone_0,phvac_0,temp_outdoor,solar,occ_0,Supply_airflow,Cooling_sp,Heating_sp,Cooling Coil BTU,VAV 13 BTU,temp_sup,CC_Valve,HC_Valve,PHC_Valve,MAT,PHC_DAT,HC_DAT,Heating Coil BTU,Preheating Coil BTU,temp_sup_spt,CO2Sensor,OA_Airflow,OA_DamperSignal,CO2Setpoint,Time,day_sin,day_cos
2023-05-31 00:00:00,75.44135539,-2065.183597,72.06666667,0.0,0,405.6964944,75.36000061,72.63999939,903.8074544,0.034792198,59.57327398,76.87895711,0.0,0.0,73.40467834,71.746816,73.78026072,14.06155237,10476.14258,55.0,447.5151515,-287.5690054,59.32202911,1000.0,2023-05-31 00:00:00,0.0,1.0
2023-05-31 00:15:00,75.21102905,-2281.51752,70.56,0.0,0,397.8181557,75.36000061,72.63999939,846.6114502,0.035104703,57.29759979,68.78573354,0.0,0.0,72.99630992,71.73750305,73.34439087,14.14371459,10476.23438,55.0,446.9090909,-288.3773826,59.32202403,1000.0,2023-05-31 00:15:00,0.06540312923014306,0.9978589232386035
2023-05-31 00:30:00,75.08230591,-2039.699166,69.88,0.0,0,363.6320825,75.36000061,72.63999939,754.8400675,0.035104703,57.55585225,71.33137258,0.0,0.0,72.62216949,71.82641093,72.97847748,14.11041641,10476.27865,55.0,442.6060606,-287.9810053,59.32202148,1000.0,2023-05-31 00:30:00,0.13052619222005157,0.9914448613738104
2023-05-31 00:45:00,75.05866496,-1532.555013,70.16,0.0,0,316.9223409,75.36000061,72.63999939,223.7020645,0.03520887,59.99765778,40.49636841,0.0,0.0,72.37543742,71.70955912,72.76634725,14.07700984,10476.30469,62.66666667,440.6666667,-282.1895035,59.35364151,1000.0,2023-05-31 00:45:00,0.19509032201612825,0.9807852804032304
2023-05-31 01:00:00,75.18388875,-882.5691146,70.30666667,0.0,0,285.7684964,75.36000061,72.63999939,168.6283061,0.035104702,65.50833639,47.99614588,0.0,0.0,72.24575297,71.47931925,72.71375783,14.10120201,10476.27539,65.0,434.7575758,-284.0413132,60.10071055,1000.0,2023-05-31 01:00:00,0.25881904510252074,0.9659258262890683
2023-05-31 01:15:00,75.31541951,-829.9058615,70.51333333,0.0,0,279.1498273,75.36000061,72.63999939,188.0124613,0.034688029,66.00535583,45.17892202,0.0,0.0,72.12203725,71.23815155,72.63149261,14.08030097,10476.24642,65.0,435.1818182,-291.0430409,60.95158132,1000.0,2023-05-31 01:15:00,0.32143946530316153,0.9469301294951057
2023-05-31 01:30:00,75.36923218,-812.52366,70.84666667,0.0,0,276.6064258,75.36000061,72.63999939,197.8505147,0.035417208,66.18573761,43.61095428,0.0,0.0,71.90009562,71.24661255,72.45427195,14.07517529,10476.13411,65.0,432.4848485,-299.1766524,61.682429,1000.0,2023-05-31 01:30:00,0.3826834323650898,0.9238795325112867
2023-05-31 01:45:00,75.38943481,-837.4777019,71.01333333,0.0,0,285.6626635,75.36000061,72.63999939,172.4303792,0.035208871,66.22184245,40.90832901,0.0,0.0,71.88315328,71.30498759,72.4051005,14.04325294,10476.10221,65.0,429.1212121,-306.3342094,62.35636902,1000.0,2023-05-31 01:45:00,0.44228869021900125,0.8968727415326884
2023-05-31 02:00:00,75.40971883,-823.1696654,70.77333333,0.0,0,286.4575157,75.36000061,72.63999939,177.0218964,0.034896366,66.41056061,41.1078949,0.0,0.0,71.9763209,71.25676727,72.4695282,14.06416512,10475.89453,65.0,424.4545455,-311.880903,62.81360881,1000.0,2023-05-31 02:00:00,0.49999999999999994,0.8660254037844387
2023-05-31 02:15:00,75.42648315,-835.8169051,70.3,0.0,0,294.8421256,75.36000061,72.63999939,189.9196726,0.035313039,66.56993866,42.05963643,0.0,0.0,72.07035319,71.12649028,72.53820801,14.06478755,10475.77344,65.0,424.8484848,-316.8227955,63.23106257,1000.0,2023-05-31 02:15:00,0.5555702330196022,0.8314696123025452
