,Date/Time,temp_outdoor,solar,occ_0,heating,cooling,temp_zone_0,ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep) ,Time,day_sin,day_cos,Cphvac_0,Hphvac_0,phvac_0,setpt_0
2023-06-10 00:00:00, 06/10  00:15:00,54.185,0.0,3.0,0.0,0.0,76.07853323271516,0.0,0.0,10.122753803288418,0.0,0.0,18.4852154241599,2023-06-10 00:00:00,0.0,1.0,-0.0,0.0,-0.0,24
2023-06-10 00:15:00, 06/10  00:30:00,54.41,0.0,3.0,0.0,2078.44009454978,73.73375054408797,0.0,0.0,9.783334690076169,0.0,0.0,18.43423042869631,2023-06-10 00:15:00,0.065403129230143,0.9978589232386036,-2078.44009454978,0.0,-2078.44009454978,24
2023-06-10 00:30:00, 06/10  00:45:00,54.635,0.0,3.0,0.0,0.0,75.03433680276142,0.0,0.0,9.476891221340471,0.0,0.0,18.39145870916319,2023-06-10 00:30:00,0.1305261922200515,0.9914448613738104,-0.0,0.0,-0.0,24
2023-06-10 00:45:00, 06/10  01:00:00,54.86,0.0,3.0,0.0,0.0,75.3440839803809,0.0,0.0,9.12059955789534,0.0,0.0,18.344099202443168,2023-06-10 00:45:00,0.1950903220161282,0.9807852804032304,-0.0,0.0,-0.0,24
2023-06-10 01:00:00, 06/10  01:15:00,54.14,0.0,3.0,0.0,0.0,75.52711940476001,0.0,0.0,8.808647239199528,0.0,0.0,18.3053061341492,2023-06-10 01:00:00,0.2588190451025207,0.9659258262890684,-0.0,0.0,-0.0,24
2023-06-10 01:15:00, 06/10  01:30:00,53.42,0.0,3.0,0.0,0.0,75.93475261780773,0.0,0.0,8.443747373668906,0.0,0.0,18.24626075860808,2023-06-10 01:15:00,0.3214394653031615,0.9469301294951056,-0.0,0.0,-0.0,24
2023-06-10 01:30:00, 06/10  01:45:00,52.7,0.0,3.0,0.0,0.0,76.17515681980959,0.0,0.0,8.213304843825968,0.0,0.0,18.202763125483283,2023-06-10 01:30:00,0.3826834323650898,0.9238795325112868,-0.0,0.0,-0.0,24
2023-06-10 01:45:00, 06/10  02:00:00,51.98,0.0,3.0,0.0,2028.0502884728048,73.27744487022242,0.0,0.0,8.074177789764487,0.0,0.0,18.17406843734745,2023-06-10 01:45:00,0.4422886902190012,0.8968727415326884,-2028.0502884728048,0.0,-2028.0502884728048,24
2023-06-10 02:00:00, 06/10  02:15:00,51.71,0.0,3.0,0.0,0.0,73.06766215793829,0.0,0.0,7.920031375932517,0.0,0.0,18.136174314913465,2023-06-10 02:00:00,0.4999999999999999,0.8660254037844387,-0.0,0.0,-0.0,24
2023-06-10 02:15:00, 06/10  02:30:00,51.44,0.0,3.0,0.0,0.0,73.99748555138376,0.0,0.0,7.778724686909568,0.0,0.0,18.10315073818044,2023-06-10 02:15:00,0.5555702330196022,0.8314696123025452,-0.0,0.0,-0.0,24
