,1,4,8,12,24
0,0.2455325279174674,0.2863943620398859,0.43783118219056116,0.43116184689586684,0.49465792755994376
1,0.3261922951028654,0.29150804817173126,0.44321874398529065,0.4318638055810643,0.4995954642209089
2,0.4185605394217807,0.3044685939294583,0.4507199882539981,0.4341140813803637,0.5026875648451237
3,0.4308438705841506,0.29294567563948193,0.45892539538697014,0.4376176562820903,0.5044240887684079
4,0.43234341686336386,0.2735213858311861,0.4641772710379873,0.4353669048252694,0.5043382467549089
5,0.46071958065452145,0.31301485103781024,0.47156930403995095,0.4409753866275535,0.5048259151402777
6,0.4439542316115135,0.3818449354647024,0.48300383554022713,0.44297391582240764,0.5062220840238034
7,0.44819347330438625,0.4467426059972563,0.49164327326927326,0.4459276576953544,0.5081328832467029
8,0.3053692711599119,0.4783807266154977,0.4807447051878435,0.4394513109789967,0.5058135589204955
9,0.20578958293207128,0.5032292657628359,0.4742710915413343,0.43601418862569435,0.5038296215255218
10,0.19283663065625128,0.5048878326899255,0.47062042715021174,0.4359630179263844,0.5025266413444854
11,0.14054567970650056,0.5130330657958114,0.46858083098674497,0.43599499552255705,0.5019965577131668
12,0.14946102140939924,0.5236375710048266,0.468863405591372,0.43940953600163685,0.5025108066517615
13,0.16071226031338334,0.5315831103424885,0.47447272906419785,0.4394377565155884,0.503085487010101
14,0.15968115565115099,0.5391535488404546,0.47672168026045475,0.44033820392063383,0.5035843660253618
15,0.16054870178825542,0.5474407772384934,0.4790458488603615,0.44283893961533466,0.5039930691616743
16,0.16336196794021618,0.5565180345906708,0.48267176291547,0.4448155644976755,0.504189519468211
17,0.3878249621440279,0.5652874053466255,0.48417169682232714,0.4565741550490038,0.5100269328750279
18,0.5972000679185185,0.572921672324653,0.4851576596435625,0.4580788456735014,0.5126381484355541
19,0.7700224541751329,0.5968177066441632,0.49804630615874224,0.46249198149160803,0.5166385693515504
20,0.9122380202827328,0.620643450282521,0.506978221136114,0.4688471220676501,0.5209890759240977
21,0.9354924482739175,0.6242355703902441,0.5117767533885853,0.4671417413832996,0.5197990711225783
22,0.8574065156839223,0.6173257745685775,0.5019660009626047,0.45874173783654293,0.5259467871879814
23,0.7635884539346666,0.5985832346131436,0.48931245116289535,0.4469308167319401,0.5353128487845543
24,0.5892924607629527,0.5474454367735081,0.46399524189037517,0.4240014144586277,0.5424439325626418
25,0.43759519174878986,0.502885873001205,0.4429692888319577,0.4272048648531213,0.5479909628377966
26,0.40229131445637445,0.486319555595429,0.43921057228648946,0.4392859353024795,0.5500886216809487
27,0.35797050755615206,0.4683003616049393,0.432926589491203,0.4689015042013569,0.5540712558521292
28,0.3662528087386917,0.4563316292373866,0.43160400204537935,0.5222806993094515,0.5581991930732114
29,0.37035838508337093,0.46171022942184964,0.4257684153960974,0.5535959652053762,0.5574150474452979
30,0.37591998405857735,0.4438195911598787,0.41167199934762055,0.5470458060232966,0.5555852341929957
31,0.4441207923654409,0.4216578340712162,0.3974589236884947,0.5494537655189285,0.5532401963001924
32,0.5018320480353122,0.4117963354888529,0.3881519591635552,0.5577046403121309,0.5523703477826477
33,0.5182419386550262,0.38671196141891456,0.3936909367749981,0.5583016600917139,0.548518242327406
34,0.39466298825894885,0.2959646281692185,0.35155259870345607,0.5438452283477553,0.5404102885589438
35,0.3487972035660446,0.2857977777859196,0.33639441627834116,0.5404770719745619,0.5412338068073534
36,0.29768526406024476,0.27475991223391166,0.33057170697359156,0.5394696788304173,0.5459527648366922
37,0.24939502681058134,0.29749036817760466,0.3298164088992563,0.5422181996985496,0.5483142932574059
38,0.15527255447223778,0.28816939115466517,0.324194059373739,0.5376909482371296,0.5521734743209582
39,0.20545151336499112,0.29735597247111833,0.3255790310549221,0.5374995580591584,0.5586563628993444
40,0.32670082749141727,0.3229546949924397,0.33299678588205384,0.5401898825509114,0.5605843848761702
41,0.3414015174130881,0.3258548845102386,0.366523879248434,0.5434626359021306,0.5612331171235034
42,0.344068566939487,0.3394744078983827,0.39526514871878854,0.5446265431528903,0.5614028870197295
43,0.3112193874511451,0.33995526459129966,0.4480567724582614,0.5460736595532364,0.5603606957864852
