,Date/Time,temp_outdoor,solar,occ_0,heating,cooling,temp_zone_0,ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep) ,Time,day_sin,day_cos,Cphvac_0,Hphvac_0,phvac_0
2023-07-31 02:30:00, 07/31  02:45:00,61.25,0.0,3.0,0.0,0.0,75.40315520576283,0.0,0.0,14.199892432115805,0.0,0.0,18.27110212390458,2023-07-31 02:30:00,0.6087614290087205,0.7933533402912353,-0.0,0.0,-0.0
2023-07-31 02:45:00, 07/31  03:00:00,60.8,0.0,3.0,0.0,0.0,75.34653971086611,0.0,0.0,13.996044842079364,0.0,0.0,18.25839039284159,2023-07-31 02:45:00,0.6593458151000688,0.7518398074789774,-0.0,0.0,-0.0
2023-07-31 03:00:00, 07/31  03:15:00,60.35,0.0,3.0,0.0,0.0,75.28023729185588,0.0,0.0,13.76569698514082,0.0,0.0,18.24471090588485,2023-07-31 03:00:00,0.7071067811865475,0.7071067811865476,-0.0,0.0,-0.0
2023-07-31 03:15:00, 07/31  03:30:00,59.9,0.0,3.0,0.0,0.0,75.20251563985968,0.0,0.0,13.529941156352216,0.0,0.0,18.23007464034424,2023-07-31 03:15:00,0.7518398074789773,0.659345815100069,-0.0,0.0,-0.0
2023-07-31 03:30:00, 07/31  03:45:00,59.45,0.0,3.0,0.0,0.0,75.11722322530177,0.0,0.0,13.298193299518733,0.0,0.0,18.21455828194534,2023-07-31 03:30:00,0.7933533402912352,0.6087614290087207,-0.0,0.0,-0.0
2023-07-31 03:45:00, 07/31  04:00:00,59.0,0.0,3.0,0.0,0.0,75.02725002752075,0.0,0.0,13.070157157473997,0.0,0.0,18.19828042522536,2023-07-31 03:45:00,0.8314696123025451,0.5555702330196024,-0.0,0.0,-0.0
2023-07-31 04:00:00, 07/31  04:15:00,59.45,0.0,3.0,0.0,0.0,74.95729175384604,0.0,0.0,12.867321660499227,0.0,0.0,18.18145899035257,2023-07-31 04:00:00,0.8660254037844386,0.5000000000000001,-0.0,0.0,-0.0
2023-07-31 04:15:00, 07/31  04:30:00,59.9,0.0,3.0,0.0,0.0,74.90028486890286,0.0,0.0,12.730445791786844,0.0,0.0,18.165015152807623,2023-07-31 04:15:00,0.8968727415326883,0.4422886902190014,-0.0,0.0,-0.0
2023-07-31 04:30:00, 07/31  04:45:00,60.35,0.0,3.0,0.0,0.0,74.8450923940803,0.0,0.0,12.671900761823125,0.0,0.0,18.150120160367862,2023-07-31 04:30:00,0.9238795325112868,0.3826834323650898,-0.0,0.0,-0.0
2023-07-31 04:45:00, 07/31  05:00:00,60.8,0.0,3.0,0.0,0.0,74.78795409167245,0.0,0.0,12.677241380717977,0.0,0.0,18.137195318546446,2023-07-31 04:45:00,0.9469301294951056,0.3214394653031617,-0.0,0.0,-0.0
2023-07-31 05:00:00, 07/31  05:15:00,60.8,131.25,3.0,0.0,0.0,74.93652731117048,0.0,0.0,12.79526603423685,0.0,0.0,18.127479944154743,2023-07-31 05:00:00,0.9659258262890682,0.2588190451025209,-0.0,0.0,-0.0
2023-07-31 05:15:00, 07/31  05:30:00,60.8,175.0,3.0,0.0,0.0,75.24120785980726,0.0,0.0,13.08785361113334,0.0,0.0,18.12870597291173,2023-07-31 05:15:00,0.9807852804032304,0.1950903220161283,-0.0,0.0,-0.0
2023-07-31 05:30:00, 07/31  05:45:00,60.8,256.75,3.0,0.0,0.0,75.45228557358227,0.0,0.0,13.44278032325622,0.0,0.0,18.146453576224943,2023-07-31 05:30:00,0.9914448613738104,0.1305261922200517,-0.0,0.0,-0.0
2023-07-31 05:45:00, 07/31  06:00:00,60.8,338.5,3.0,0.0,0.0,75.80379877201892,0.0,0.0,14.051134334993185,0.0,0.0,18.173612917807382,2023-07-31 05:45:00,0.9978589232386036,0.0654031292301432,-0.0,0.0,-0.0
2023-07-31 06:00:00, 07/31  06:15:00,61.7,420.25,3.0,0.0,2072.6145407265035,73.59121119013761,0.0,0.0,14.95489969562083,0.0,0.0,18.212262073094657,2023-07-31 06:00:00,1.0,6.123233995736766e-17,-2072.6145407265035,0.0,-2072.6145407265035
2023-07-31 06:15:00, 07/31  06:30:00,62.6,502.0,3.0,0.0,0.0,75.22931404486819,0.0,0.0,16.186410138219085,0.0,0.0,18.27123848041256,2023-07-31 06:15:00,0.9978589232386036,-0.0654031292301429,-0.0,0.0,-0.0
2023-07-31 06:30:00, 07/31  06:45:00,63.5,476.75,3.0,0.0,2038.8557901713432,73.30179065087155,0.0,0.0,17.647083670120534,0.0,0.0,18.34572739090156,2023-07-31 06:30:00,0.9914448613738104,-0.1305261922200513,-2038.8557901713432,0.0,-2038.8557901713432
2023-07-31 06:45:00, 07/31  07:00:00,64.4,451.5,3.0,0.0,0.0,75.21388236959187,0.0,0.0,19.278050467475243,0.0,0.0,18.43758363820297,2023-07-31 06:45:00,0.9807852804032304,-0.1950903220161279,-0.0,0.0,-0.0
2023-07-31 07:00:00, 07/31  07:15:00,65.75,426.25,2.6493,0.0,2114.021748263719,73.96747962737967,0.0,0.0,21.53824682519945,0.0,0.0,18.576807293854483,2023-07-31 07:00:00,0.9659258262890684,-0.2588190451025206,-2114.021748263719,0.0,-2114.021748263719
2023-07-31 07:15:00, 07/31  07:30:00,67.1,401.0,2.6493,0.0,0.0,75.71082877969836,0.0,0.0,23.18575087368447,0.0,0.0,18.65945749640832,2023-07-31 07:15:00,0.9469301294951056,-0.3214394653031613,-0.0,0.0,-0.0
2023-07-31 07:30:00, 07/31  07:45:00,68.45,405.5,2.6493,0.0,2159.089598636001,74.3681504729903,0.0,0.0,25.724695008219456,0.0,0.0,18.79319467763328,2023-07-31 07:30:00,0.9238795325112868,-0.3826834323650895,-2159.089598636001,0.0,-2159.089598636001
2023-07-31 07:45:00, 07/31  08:00:00,69.8,410.0,2.6493,0.0,0.0,75.38943664206774,0.0,0.0,27.9959640178132,0.0,0.0,18.900012774173643,2023-07-31 07:45:00,0.8968727415326884,-0.4422886902190011,-0.0,0.0,-0.0
2023-07-31 08:00:00, 07/31  08:15:00,70.25,414.5,1.22583,0.0,2174.6775866021285,74.52073579454816,0.0,0.0,30.18357203264361,0.0,0.0,18.987814316238843,2023-07-31 08:00:00,0.8660254037844387,-0.4999999999999998,-2174.6775866021285,0.0,-2174.6775866021285
2023-07-31 08:15:00, 07/31  08:30:00,70.7,419.0,1.22583,0.0,0.0,76.23123159399113,0.0,0.0,31.85225964924873,0.0,0.0,19.05972225605859,2023-07-31 08:15:00,0.8314696123025455,-0.555570233019602,-0.0,0.0,-0.0
2023-07-31 08:30:00, 07/31  08:45:00,71.15,443.25,1.22583,0.0,2200.787002275192,74.7567098027433,0.0,0.0,34.06212165249722,0.0,0.0,19.1598315342728,2023-07-31 08:30:00,0.7933533402912354,-0.6087614290087203,-2200.787002275192,0.0,-2200.787002275192
2023-07-31 08:45:00, 07/31  09:00:00,71.6,467.5,1.22583,0.0,0.0,75.85000867002915,0.0,0.0,36.03276782674595,0.0,0.0,19.248711809509903,2023-07-31 08:45:00,0.7518398074789777,-0.6593458151000685,-0.0,0.0,-0.0
2023-07-31 09:00:00, 07/31  09:15:00,72.05,491.75,0.72567,0.0,2245.339152436345,75.1675691344949,0.0,0.0,38.08620350159793,0.0,0.0,19.33867828047512,2023-07-31 09:00:00,0.7071067811865476,-0.7071067811865475,-2245.339152436345,0.0,-2245.339152436345
2023-07-31 09:15:00, 07/31  09:30:00,72.5,516.0,0.72567,0.0,0.0,77.10470406386035,0.0,0.0,39.89386887370669,0.0,0.0,19.41952228483418,2023-07-31 09:15:00,0.659345815100069,-0.7518398074789773,-0.0,0.0,-0.0
2023-07-31 09:30:00, 07/31  09:45:00,72.95,500.25,0.72567,0.0,2305.694059135247,75.70466987735858,0.0,0.0,42.21669059737632,0.0,0.0,19.52691774650808,2023-07-31 09:30:00,0.6087614290087209,-0.793353340291235,-2305.694059135247,0.0,-2305.694059135247
2023-07-31 09:45:00, 07/31  10:00:00,73.4,484.5,0.72567,0.0,2273.710047299224,75.42980827679568,0.0,0.0,43.729115531547976,0.0,0.0,19.610834385049746,2023-07-31 09:45:00,0.5555702330196025,-0.831469612302545,-2273.710047299224,0.0,-2273.710047299224
2023-07-31 10:00:00, 07/31  10:15:00,74.3,468.75,0.72567,0.0,2248.7219239985234,75.21592337,0.0,0.0,45.16887046291198,0.0,0.0,19.70095295519532,2023-07-31 10:00:00,0.5000000000000003,-0.8660254037844385,-2248.7219239985234,0.0,-2248.7219239985234
2023-07-31 10:15:00, 07/31  10:30:00,75.2,453.0,0.72567,0.0,2249.0081754446846,75.22359447343428,0.0,0.0,46.34185568568871,0.0,0.0,19.788295868091847,2023-07-31 10:15:00,0.4422886902190017,-0.8968727415326881,-2249.0081754446846,0.0,-2249.0081754446846
2023-07-31 10:30:00, 07/31  10:45:00,76.1,510.0,0.72567,0.0,2252.270730822359,75.25654260450267,0.0,0.0,47.30981512899282,0.0,0.0,19.87089658948354,2023-07-31 10:30:00,0.3826834323650899,-0.9238795325112868,-2252.270730822359,0.0,-2252.270730822359
2023-07-31 10:45:00, 07/31  11:00:00,77.0,567.0,0.72567,0.0,2258.4956542503937,75.3199574429438,0.0,0.0,48.45208859070851,0.0,0.0,19.96543693067601,2023-07-31 10:45:00,0.3214394653031617,-0.9469301294951056,-2258.4956542503937,0.0,-2258.4956542503937
2023-07-31 11:00:00, 07/31  11:15:00,77.0,624.0,0.72567,0.0,2263.542994596243,75.37064433462359,0.0,0.0,49.30129946309302,0.0,0.0,20.037361052455964,2023-07-31 11:00:00,0.258819045102521,-0.9659258262890682,-2263.542994596243,0.0,-2263.542994596243
