,Date/Time,temp_outdoor,solar,occ_0,heating,cooling,temp_zone_0,ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep) ,Time,day_sin,day_cos,Cphvac_0,Hphvac_0,phvac_0,setpt_0
2023-07-01 00:00:00, 07/01  00:15:00,71.87,0.0,3.0,0.0,2526.3503925176674,77.69171362627893,0.0,0.0,20.8205507529036,0.0,0.0,19.53476802697133,2023-07-01 00:00:00,0.0,1.0,-2526.3503925176674,0.0,-2526.3503925176674,24
2023-07-01 00:15:00, 07/01  00:30:00,71.24000000000001,0.0,3.0,0.0,2480.7797619475714,77.29015726963266,0.0,0.0,20.446465641783707,0.0,0.0,19.480369521843187,2023-07-01 00:15:00,0.065403129230143,0.9978589232386036,-2480.7797619475714,0.0,-2480.7797619475714,24
2023-07-01 00:30:00, 07/01  00:45:00,70.61,0.0,3.0,0.0,2437.688242369156,76.91041676308264,0.0,0.0,20.04263627479192,0.0,0.0,19.426641812846896,2023-07-01 00:30:00,0.1305261922200515,0.9914448613738104,-2437.688242369156,0.0,-2437.688242369156,24
2023-07-01 00:45:00, 07/01  01:00:00,69.98,0.0,3.0,0.0,2395.488764238515,76.53841683274278,0.0,0.0,19.616354118769856,0.0,0.0,19.373497455107167,2023-07-01 00:45:00,0.1950903220161282,0.9807852804032304,-2395.488764238515,0.0,-2395.488764238515,24
2023-07-01 01:00:00, 07/01  01:15:00,69.35,0.0,3.0,0.0,2352.933581055404,76.16326020147054,0.0,0.0,19.18152813950885,0.0,0.0,19.32114103636337,2023-07-01 01:00:00,0.2588190451025207,0.9659258262890684,-2352.933581055404,0.0,-2352.933581055404,24
2023-07-01 01:15:00, 07/01  01:30:00,68.72,0.0,3.0,0.0,2310.91040442937,75.79278574782047,0.0,0.0,18.75382552125125,0.0,0.0,19.26948095920267,2023-07-01 01:15:00,0.3214394653031615,0.9469301294951056,-2310.91040442937,0.0,-2310.91040442937,24
2023-07-01 01:30:00, 07/01  01:45:00,68.09,0.0,3.0,0.0,2270.012279095228,75.43219655845937,0.0,0.0,18.337647309109443,0.0,0.0,19.2185922418017,2023-07-01 01:30:00,0.3826834323650898,0.9238795325112868,-2270.012279095228,0.0,-2270.012279095228,24
2023-07-01 01:45:00, 07/01  02:00:00,67.46,0.0,3.0,0.0,2229.7566714427944,75.07721864582082,0.0,0.0,17.930359711606876,0.0,0.0,19.168595103314946,2023-07-01 01:45:00,0.4422886902190012,0.8968727415326884,-2229.7566714427944,0.0,-2229.7566714427944,24
2023-07-01 02:00:00, 07/01  02:15:00,66.875,0.0,3.0,0.0,2189.8626464833314,74.72542336102144,0.0,0.0,17.531353882297342,0.0,0.0,19.11955095624746,2023-07-01 02:00:00,0.4999999999999999,0.8660254037844387,-2189.8626464833314,0.0,-2189.8626464833314,24
2023-07-01 02:15:00, 07/01  02:30:00,66.29,0.0,3.0,0.0,2150.5262010367387,74.37854242707257,0.0,0.0,17.141642473052524,0.0,0.0,19.071569347126385,2023-07-01 02:15:00,0.5555702330196022,0.8314696123025452,-2150.5262010367387,0.0,-2150.5262010367387,24
