,Date/Time,temp_outdoor,solar,occ_0,heating,cooling,temp_zone_0,ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep) ,Time,day_sin,day_cos,Cphvac_0,Hphvac_0,phvac_0,setpt_0
2023-06-09 00:00:00, 06/09  00:15:00,54.68,0.0,3.0,0.0,2164.3012425670595,74.49871102311943,0.0,0.0,13.471654800918644,0.0,0.0,18.765422075662613,2023-06-09 00:00:00,0.0,1.0,-2164.3012425670595,0.0,-2164.3012425670595,24
2023-06-09 00:15:00, 06/09  00:30:00,53.42,0.0,3.0,0.0,2112.2940454243585,74.04026715488631,0.0,0.0,12.888321554418964,0.0,0.0,18.70259622605817,2023-06-09 00:15:00,0.065403129230143,0.9978589232386036,-2112.2940454243585,0.0,-2112.2940454243585,24
2023-06-09 00:30:00, 06/09  00:45:00,52.16,0.0,3.0,0.0,0.0,75.80516933579096,0.0,0.0,12.381625821812168,0.0,0.0,18.65697524195162,2023-06-09 00:30:00,0.1305261922200515,0.9914448613738104,-0.0,0.0,-0.0,24
2023-06-09 00:45:00, 06/09  01:00:00,50.9,0.0,3.0,0.0,2150.1297292518834,74.37042296628721,0.0,0.0,11.746929104940614,0.0,0.0,18.57276684334023,2023-06-09 00:45:00,0.1950903220161282,0.9807852804032304,-2150.1297292518834,0.0,-2150.1297292518834,24
2023-06-09 01:00:00, 06/09  01:15:00,50.135,0.0,3.0,0.0,0.0,75.50632354521852,0.0,0.0,11.274161912497204,0.0,0.0,18.525279477745485,2023-06-09 01:00:00,0.2588190451025207,0.9659258262890684,-0.0,0.0,-0.0,24
2023-06-09 01:15:00, 06/09  01:30:00,49.370000000000005,0.0,3.0,0.0,0.0,75.85947671342618,0.0,0.0,10.718020793552054,0.0,0.0,18.459963150030017,2023-06-09 01:15:00,0.3214394653031615,0.9469301294951056,-0.0,0.0,-0.0,24
2023-06-09 01:30:00, 06/09  01:45:00,48.605,0.0,3.0,0.0,2055.619758453456,73.53381502170416,0.0,0.0,10.177817618774275,0.0,0.0,18.39180544186873,2023-06-09 01:30:00,0.3826834323650898,0.9238795325112868,-2055.619758453456,0.0,-2055.619758453456,24
2023-06-09 01:45:00, 06/09  02:00:00,47.84,0.0,3.0,0.0,0.0,74.77442887582413,0.0,0.0,9.697777830854449,0.0,0.0,18.33112252828874,2023-06-09 01:45:00,0.4422886902190012,0.8968727415326884,-0.0,0.0,-0.0,24
2023-06-09 02:00:00, 06/09  02:15:00,47.345,0.0,3.0,0.0,0.0,75.03283781011172,0.0,0.0,9.165553183389932,0.0,0.0,18.261618024720867,2023-06-09 02:00:00,0.4999999999999999,0.8660254037844387,-0.0,0.0,-0.0,24
2023-06-09 02:15:00, 06/09  02:30:00,46.85,0.0,3.0,0.0,0.0,75.18124765657751,0.0,0.0,8.68065314190931,0.0,0.0,18.20050248707112,2023-06-09 02:15:00,0.5555702330196022,0.8314696123025452,-0.0,0.0,-0.0,24
