,temp_zone_0,phvac_0,occ_0,solar,temp_outdoor,Time,day_sin,day_cos,setpt_0
2021-07-17 10:45:00,68.97530467,-2757.294618,0,168.7333333,65.69333333,7/17/2021 10:45,0.321439465,-0.946930129,25
2021-07-17 11:00:00,69.1816145,-2749.71104,1,119.4,65.79333333,7/17/2021 11:00,0.258819045,-0.965925826,25
2021-07-17 11:15:00,69.36285633,-2759.022222,1,102.2,66.09333333,7/17/2021 11:15,0.195090322,-0.98078528,25
2021-07-17 11:30:00,69.48146483,-2772.897497,1,67.73333333,65.92,7/17/2021 11:30,0.130526192,-0.991444861,25
2021-07-17 11:45:00,69.6348645,-2773.038468,1,236.4666667,65.85333333,7/17/2021 11:45,0.065403129,-0.997858923,25
2021-07-17 12:00:00,69.8174625,-2769.45496,1,135.2666667,66.34666667,7/17/2021 12:00,1.22e-16,-1.0,25
2021-07-17 12:15:00,69.97515408,-2765.82012,1,281.9333333,66.75333333,7/17/2021 12:15,-0.065403129,-0.997858923,25
2021-07-17 12:30:00,70.19077717,-2756.861776,1,277.6,67.08,7/17/2021 12:30,-0.130526192,-0.991444861,25
2021-07-17 12:45:00,70.33063717,-2781.497349,1,237.4666667,67.34666667,7/17/2021 12:45,-0.195090322,-0.98078528,25
2021-07-17 13:00:00,70.444654,-2805.618964,1,179.4666667,67.49333333,7/17/2021 13:00,-0.258819045,-0.965925826,25
2021-07-17 13:15:00,70.50936267,-2817.354889,1,235.1333333,68.02,7/17/2021 13:15,-0.321439465,-0.946930129,25
2021-07-17 13:30:00,70.58737,-2818.895121,1,231.2666667,68.17333333,7/17/2021 13:30,-0.382683432,-0.923879533,25
2021-07-17 13:45:00,70.68710283,-2812.859869,1,211.1333333,68.41333333,7/17/2021 13:45,-0.44228869,-0.896872742,25
2021-07-17 14:00:00,70.73319083,-2817.708344,1,239.2,68.75333333,7/17/2021 14:00,-0.5,-0.866025404,25
2021-07-17 14:15:00,70.83570317,-2810.901289,1,262.1333333,69.02,7/17/2021 14:15,-0.555570233,-0.831469612,25
2021-07-17 14:30:00,70.88389533,-2812.455658,1,220.8,69.19333333,7/17/2021 14:30,-0.608761429,-0.79335334,25
2021-07-17 14:45:00,70.92825342,-2821.20056,1,248.2,69.2,7/17/2021 14:45,-0.659345815,-0.751839807,25
2021-07-17 15:00:00,71.01263583,-2824.370005,1,213.1333333,69.4,7/17/2021 15:00,-0.707106781,-0.707106781,25
2021-07-17 15:15:00,71.05772367,-2817.061734,1,214.6666667,70.00666667,7/17/2021 15:15,-0.751839807,-0.659345815,25
2021-07-17 15:30:00,71.076545,-2812.071346,0,213.5333333,70.18666667,7/17/2021 15:30,-0.79335334,-0.608761429,25
2021-07-17 15:45:00,71.08754567,-2804.995941,0,178.6666667,70.52666667,7/17/2021 15:45,-0.831469612,-0.555570233,25
2021-07-17 16:00:00,71.060653,-2799.669381,0,134.6,70.7,7/17/2021 16:00,-0.866025404,-0.5,25
2021-07-17 16:15:00,71.03717817,-2802.638458,0,93.8,70.84,7/17/2021 16:15,-0.896872742,-0.44228869,25
2021-07-17 16:30:00,71.00649042,-2799.112255,2,39.53333333,70.6,7/17/2021 16:30,-0.923879533,-0.382683432,25
2021-07-17 16:45:00,70.94007833,-2799.319998,1,40.53333333,70.37333333,7/17/2021 16:45,-0.946930129,-0.321439465,25
2021-07-17 17:00:00,70.72847933,-2802.964583,0,31.66666667,70.12666667,7/17/2021 17:00,-0.965925826,-0.258819045,25
2021-07-17 17:15:00,70.50571908,-2827.579073,0,52.13333333,70.08,7/17/2021 17:15,-0.98078528,-0.195090322,25
2021-07-17 17:30:00,70.31161692,-2832.247625,0,35.46666667,69.94,7/17/2021 17:30,-0.991444861,-0.130526192,25
2021-07-17 17:45:00,70.17704917,-2843.831292,2,50.06666667,69.86,7/17/2021 17:45,-0.997858923,-0.065403129,25
2021-07-17 18:00:00,70.00706867,-2858.874597,1,40.66666667,69.88666667,7/17/2021 18:00,-1.0,-1.84e-16,25
2021-07-17 18:15:00,69.85944758,-2877.724419,0,42.53333333,69.64666667,7/17/2021 18:15,-0.997858923,0.065403129,25
2021-07-17 18:30:00,69.68152625,-2888.113468,0,31.6,69.45333333,7/17/2021 18:30,-0.991444861,0.130526192,25
2021-07-17 18:45:00,69.53737658,-2873.467,0,18.93333333,69.39333333,7/17/2021 18:45,-0.98078528,0.195090322,25
2021-07-17 19:00:00,69.4208915,-2853.029452,0,13.73333333,69.38666667,7/17/2021 19:00,-0.965925826,0.258819045,25
2021-07-17 19:15:00,69.32320417,-2840.467202,1,8.2,69.14666667,7/17/2021 19:15,-0.946930129,0.321439465,25
2021-07-17 19:30:00,69.21413467,-2823.796518,0,6.2,69.21333333,7/17/2021 19:30,-0.923879533,0.382683432,25
2021-07-17 19:45:00,69.11832117,-2832.597626,0,3.0,69.08666667,7/17/2021 19:45,-0.896872742,0.44228869,25
2021-07-17 20:00:00,69.00926633,-2843.40258,0,3.666666667,68.97333333,7/17/2021 20:00,-0.866025404,0.5,25
2021-07-17 20:15:00,68.92912967,-2848.901209,0,0.0,68.82666667,7/17/2021 20:15,-0.831469612,0.555570233,25
2021-07-17 20:30:00,68.86670967,-2847.284338,0,0.0,69.06666667,7/17/2021 20:30,-0.79335334,0.608761429,25
2021-07-17 20:45:00,68.79858492,-2854.14016,0,0.0,69.04666667,7/17/2021 20:45,-0.751839807,0.659345815,25
2021-07-17 21:00:00,68.72496708,-2860.589517,0,0.0,68.96666667,7/17/2021 21:00,-0.707106781,0.707106781,25
2021-07-17 21:15:00,68.666163,-2845.353329,0,0.0,68.9,7/17/2021 21:15,-0.659345815,0.751839807,25
2021-07-17 21:30:00,68.61069675,-2834.996269,0,0.0,69.02,7/17/2021 21:30,-0.608761429,0.79335334,25
2021-07-17 21:45:00,68.56112742,-2821.346595,0,0.0,69.16,7/17/2021 21:45,-0.555570233,0.831469612,25
2021-07-17 22:00:00,68.54110225,-2821.749439,0,0.0,69.15333333,7/17/2021 22:00,-0.5,0.866025404,25
2021-07-17 22:15:00,68.48333458,-2828.326546,0,0.0,68.85333333,7/17/2021 22:15,-0.44228869,0.896872742,25
2021-07-17 22:30:00,68.43020492,-2839.619243,0,0.0,68.69333333,7/17/2021 22:30,-0.382683432,0.923879533,25
2021-07-17 22:45:00,68.3819125,-2841.020142,0,0.0,68.45333333,7/17/2021 22:45,-0.321439465,0.946930129,25
2021-07-17 23:00:00,68.336154,-2849.722472,0,0.0,68.36,7/17/2021 23:00,-0.258819045,0.965925826,25
2021-07-17 23:15:00,68.32097867,-2855.897734,0,0.0,68.13333333,7/17/2021 23:15,-0.195090322,0.98078528,25
2021-07-17 23:30:00,68.29358133,-2851.395791,0,0.0,68.11333333,7/17/2021 23:30,-0.130526192,0.991444861,25
2021-07-17 23:45:00,68.25478408,-2859.283122,0,0.0,68.06666667,7/17/2021 23:45,-0.065403129,0.997858923,25
2021-07-18 00:00:00,68.2062985,-2859.18593,0,0.0,68.0,7/18/2021 0:00,0.0,1.0,25
2021-07-18 00:15:00,68.16646942,-2859.877505,0,0.0,67.92666667,7/18/2021 0:15,0.065403129,0.997858923,25
2021-07-18 00:30:00,68.1337935,-2871.477298,0,0.0,67.77333333,7/18/2021 0:30,0.130526192,0.991444861,25
2021-07-18 00:45:00,68.13568392,-2879.202696,0,0.0,67.60666667,7/18/2021 0:45,0.195090322,0.98078528,25
2021-07-18 01:00:00,68.07899108,-2885.749918,0,0.0,67.5,7/18/2021 1:00,0.258819045,0.965925826,25
2021-07-18 01:15:00,68.04104558,-2894.976317,0,0.0,67.41333333,7/18/2021 1:15,0.321439465,0.946930129,25
2021-07-18 01:30:00,68.01595617,-2893.877857,0,0.0,67.34,7/18/2021 1:30,0.382683432,0.923879533,25
2021-07-18 01:45:00,67.97253792,-2884.339046,0,0.0,67.16666667,7/18/2021 1:45,0.44228869,0.896872742,25
2021-07-18 02:00:00,67.97484733,-2876.638575,0,0.0,66.73333333,7/18/2021 2:00,0.5,0.866025404,25
2021-07-18 02:15:00,67.94574917,-2874.878357,0,0.0,66.36666667,7/18/2021 2:15,0.555570233,0.831469612,25
2021-07-18 02:30:00,67.91710683,-2881.681481,0,0.0,65.9,7/18/2021 2:30,0.608761429,0.79335334,25
2021-07-18 02:45:00,67.88633133,-2875.93475,0,0.0,64.95333333,7/18/2021 2:45,0.659345815,0.751839807,25
2021-07-18 03:00:00,67.85871075,-2863.74659,0,0.0,63.08666667,7/18/2021 3:00,0.707106781,0.707106781,25
2021-07-18 03:15:00,67.81656217,-2856.035161,0,0.0,62.12666667,7/18/2021 3:15,0.751839807,0.659345815,25
2021-07-18 03:30:00,67.79737533,-2823.547301,0,0.0,61.90666667,7/18/2021 3:30,0.79335334,0.608761429,25
2021-07-18 03:45:00,67.78622342,-2788.727874,0,0.0,61.9,7/18/2021 3:45,0.831469612,0.555570233,25
2021-07-18 04:00:00,67.759243,-2760.071307,0,0.0,62.01333333,7/18/2021 4:00,0.866025404,0.5,25
2021-07-18 04:15:00,67.73438117,-2742.223171,0,0.0,62.2,7/18/2021 4:15,0.896872742,0.44228869,25
2021-07-18 04:30:00,67.72680233,-2736.036894,0,0.0,62.40666667,7/18/2021 4:30,0.923879533,0.382683432,25
2021-07-18 04:45:00,67.715415,-2736.210307,0,0.0,62.59333333,7/18/2021 4:45,0.946930129,0.321439465,25
2021-07-18 05:00:00,67.71288117,-2733.614957,0,0.0,62.85333333,7/18/2021 5:00,0.965925826,0.258819045,25
2021-07-18 05:15:00,67.71730525,-2733.425814,0,0.0,63.00666667,7/18/2021 5:15,0.98078528,0.195090322,25
2021-07-18 05:30:00,67.70235817,-2732.361966,0,0.0,63.14,7/18/2021 5:30,0.991444861,0.130526192,25
2021-07-18 05:45:00,67.70699317,-2723.140355,0,0.0,63.32,7/18/2021 5:45,0.997858923,0.065403129,25
2021-07-18 06:00:00,67.68043383,-2725.404541,0,0.333333333,63.39333333,7/18/2021 6:00,1.0,6.12e-17,25
2021-07-18 06:15:00,67.679811,-2727.542744,0,0.333333333,63.48666667,7/18/2021 6:15,0.997858923,-0.065403129,25
2021-07-18 06:30:00,67.693283,-2734.696311,0,5.733333333,63.56,7/18/2021 6:30,0.991444861,-0.130526192,25
